Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop,Crop_Yield_ton_per_acre
Peaty,3.55,3120,Drip,43.92,Zaid,218.04,18.88,8.05,Rice,2.766
Clay,2.41,3406,Rainfed,32.99,Rabi,1101.96,23.01,6.3,Maize,3.331
Silty,19.85,2494,Flood,169.0,Rabi,1381.86,43.14,5.28,Potato,6.088
Peaty,13.46,2432,Drip,96.44,Zaid,1236.77,41.9,5.76,Potato,6.321
Clay,11.3,2772,Drip,113.29,Summer,1009.21,31.89,7.63,Tomato,6.382
Silty,15.54,602,Drip,51.81,Summer,1470.84,30.26,8.18,Maize,3.587
Clay,16.96,1469,Sprinkler,31.06,Zaid,763.05,17.37,6.01,Maize,2.467
Peaty,16.33,1571,Drip,86.2,Summer,882.56,43.36,7.31,Maize,3.173
Sandy,1.31,1236,Sprinkler,111.11,Kharif,215.97,36.44,5.0,Wheat,2.698
Peaty,4.55,1865,Sprinkler,157.78,Zaid,1429.74,23.38,6.11,Tomato,6.991
Loamy,13.44,4130,Rainfed,110.19,Kharif,958.35,38.55,5.73,Rice,3.78
Clay,8.14,727,Drip,160.85,Zaid,708.04,17.42,5.31,Maize,3.233
Sandy,19.67,4070,Rainfed,40.78,Kharif,257.93,17.46,6.94,Tomato,5.242
Clay,13.64,944,Drip,31.51,Rabi,671.14,37.68,7.52,Tomato,5.9
Clay,19.17,2119,Flood,48.59,Rabi,204.68,29.58,5.19,Tomato,5.286
Silty,4.83,2704,Drip,158.96,Summer,621.64,29.45,5.55,Potato,5.634
Loamy,17.42,3203,Drip,156.68,Zaid,1436.89,30.08,8.73,Rice,5.021
Clay,7.11,3550,Drip,45.45,Rabi,400.55,14.4,5.89,Maize,2.675
Peaty,19.8,4002,Drip,25.58,Zaid,909.03,22.23,8.04,Rice,3.331
Peaty,4.0,4126,Drip,143.35,Zaid,442.6,30.06,7.99,Rice,3.298
Silty,10.81,1681,Drip,173.95,Kharif,1218.39,18.67,6.29,Potato,6.117
Loamy,16.06,3756,Rainfed,155.74,Rabi,931.12,27.64,5.82,Rice,4.285
Loamy,9.22,1297,Flood,56.5,Summer,462.91,29.5,5.98,Rice,3.386
Peaty,9.89,1334,Rainfed,125.08,Summer,1326.11,43.0,7.26,Tomato,6.592
Sandy,19.74,3499,Flood,156.33,Summer,1219.23,18.6,6.52,Tomato,6.813
Silty,9.08,2532,Rainfed,66.05,Zaid,1436.69,25.38,6.98,Maize,4.136
Silty,12.48,4952,Rainfed,114.99,Summer,200.82,44.35,8.25,Wheat,1.963
Peaty,2.04,3264,Drip,76.6,Zaid,794.25,16.54,7.01,Maize,3.231
Peaty,17.0,2909,Rainfed,60.6,Rabi,1499.79,37.3,8.98,Maize,3.762
Sandy,13.32,4184,Flood,194.53,Zaid,1254.54,16.2,7.66,Tomato,7.176
Sandy,8.68,3775,Sprinkler,184.26,Summer,1280.67,39.75,5.83,Rice,4.551
Loamy,1.31,507,Flood,100.22,Rabi,1007.47,27.08,7.0,Potato,5.845
Silty,12.24,3019,Rainfed,44.62,Summer,1126.77,44.03,8.25,Maize,3.726
Silty,1.24,2719,Sprinkler,151.02,Zaid,1246.92,15.95,5.87,Wheat,3.496
Peaty,1.02,4374,Drip,66.03,Zaid,319.96,34.08,7.92,Maize,2.526
Loamy,12.71,4228,Sprinkler,50.33,Summer,1100.35,34.33,5.13,Rice,3.923
Silty,4.59,3829,Drip,88.68,Rabi,1260.03,35.16,8.77,Maize,3.51
Loamy,4.65,3871,Flood,115.37,Zaid,253.13,13.53,7.65,Rice,3.134
Loamy,13.41,1113,Sprinkler,37.54,Kharif,586.17,20.1,5.65,Rice,3.016
Peaty,2.02,1188,Sprinkler,122.91,Kharif,621.22,21.83,8.5,Potato,5.555
Loamy,6.95,1397,Sprinkler,22.76,Kharif,1310.96,21.35,5.33,Potato,5.463
Sandy,3.84,609,Drip,180.54,Kharif,1214.46,33.63,6.62,Maize,4.373
Sandy,12.02,3512,Drip,185.73,Summer,1053.35,11.92,7.95,Potato,6.455
Clay,13.57,3418,Flood,151.95,Zaid,1246.14,35.55,8.75,Wheat,4.029
Peaty,14.7,1660,Flood,103.98,Rabi,789.46,28.43,6.4,Tomato,6.112
Clay,5.85,4481,Rainfed,65.88,Kharif,1337.34,16.05,8.32,Maize,3.787
Sandy,2.7,4110,Drip,153.94,Summer,504.48,17.91,5.79,Potato,6.231
Clay,2.49,2503,Flood,187.72,Rabi,1115.95,13.42,5.14,Wheat,3.91
Peaty,9.1,2027,Sprinkler,48.54,Summer,514.28,26.07,5.12,Tomato,5.389
Peaty,18.97,2413,Sprinkler,103.85,Zaid,251.82,30.82,7.63,Wheat,2.398
Loamy,5.14,4841,Sprinkler,76.75,Kharif,569.4,30.33,5.62,Maize,2.776
Silty,5.88,3681,Flood,84.21,Rabi,840.78,43.68,5.2,Tomato,6.284
Loamy,2.92,3846,Sprinkler,93.04,Rabi,1296.47,20.36,8.91,Potato,6.287
Peaty,12.51,3363,Sprinkler,191.32,Summer,861.51,36.67,5.97,Rice,3.613
Sandy,13.92,1005,Drip,66.55,Summer,432.9,35.31,6.85,Potato,5.45
Sandy,13.22,4750,Drip,108.68,Zaid,1490.6,12.15,7.45,Rice,4.447
Loamy,17.36,2506,Flood,191.27,Rabi,551.09,42.55,5.58,Wheat,3.209
Peaty,10.24,4706,Drip,105.69,Kharif,1480.88,42.6,6.43,Rice,4.613
Sandy,3.55,3355,Rainfed,175.45,Kharif,1417.24,23.87,7.59,Rice,4.703
Peaty,6.5,4464,Flood,30.58,Rabi,905.17,24.62,7.56,Wheat,3.459
Sandy,13.59,2174,Rainfed,191.55,Rabi,319.55,38.69,8.37,Wheat,2.341
Peaty,12.65,1690,Rainfed,53.76,Zaid,1104.04,27.33,6.75,Rice,3.606
Clay,11.09,2892,Flood,196.39,Kharif,1299.43,37.97,8.56,Rice,4.76
Peaty,13.98,2421,Drip,51.6,Kharif,778.89,11.26,7.73,Maize,3.466
Peaty,13.11,4889,Drip,99.99,Summer,510.75,18.76,7.25,Potato,5.021
Loamy,17.75,3192,Flood,75.55,Summer,1243.67,13.19,5.47,Tomato,6.26
Clay,12.13,4933,Rainfed,97.98,Kharif,908.6,25.9,7.3,Wheat,3.43
Silty,15.79,2327,Flood,65.09,Rabi,456.92,39.9,7.38,Wheat,2.203
Loamy,5.73,2999,Flood,193.76,Rabi,1434.4,29.94,8.04,Rice,4.725
Silty,13.89,1216,Sprinkler,75.03,Summer,1432.53,28.21,7.88,Wheat,4.218
Sandy,18.14,1130,Sprinkler,137.59,Rabi,677.16,22.81,7.12,Potato,5.512
Silty,8.33,584,Rainfed,44.74,Zaid,283.2,12.23,7.37,Maize,2.379
Peaty,15.8,4268,Drip,168.39,Rabi,1020.03,36.82,8.09,Maize,3.907
Silty,14.77,1236,Sprinkler,117.65,Rabi,612.39,29.98,6.41,Rice,3.741
Loamy,2.13,3207,Sprinkler,196.3,Rabi,286.26,42.58,5.54,Rice,3.157
Loamy,12.05,726,Rainfed,96.21,Summer,1359.35,25.12,8.5,Tomato,6.785
Silty,3.47,3857,Flood,55.18,Rabi,1497.55,24.05,8.86,Potato,6.167
Loamy,19.38,1807,Sprinkler,82.28,Kharif,655.53,44.1,6.72,Wheat,2.776
Loamy,16.42,4704,Drip,152.65,Summer,1168.17,14.94,8.96,Rice,3.877
Silty,3.08,4730,Rainfed,138.64,Rabi,285.5,18.83,6.29,Tomato,6.237
Clay,3.31,4886,Sprinkler,160.1,Rabi,680.62,27.09,5.27,Maize,3.717
Clay,12.3,4458,Rainfed,33.22,Zaid,341.38,28.32,7.29,Wheat,2.761
Sandy,7.55,2152,Sprinkler,124.47,Rabi,271.95,29.21,8.47,Maize,2.839
Loamy,1.66,2367,Sprinkler,187.79,Summer,965.43,17.42,7.47,Maize,3.587
Silty,11.29,526,Rainfed,39.42,Rabi,1242.64,42.44,5.04,Potato,5.305
Loamy,8.37,1432,Drip,36.98,Summer,788.86,34.62,5.05,Rice,3.492
Peaty,2.92,3958,Drip,148.99,Kharif,881.43,19.05,7.9,Rice,3.875
Loamy,16.24,966,Flood,76.73,Rabi,551.95,20.3,8.38,Rice,2.856
Loamy,18.39,3200,Sprinkler,138.54,Summer,1157.3,40.81,6.01,Maize,3.788
Clay,15.38,1998,Flood,118.17,Kharif,669.4,23.31,6.88,Tomato,6.13
Silty,16.63,1117,Rainfed,197.49,Summer,287.75,29.47,8.84,Potato,5.597
Loamy,5.11,4277,Flood,180.03,Rabi,415.16,14.21,6.84,Potato,5.086
Clay,6.01,3187,Rainfed,142.05,Summer,367.01,18.81,5.54,Maize,2.701
Sandy,4.96,2004,Drip,67.1,Rabi,766.64,24.58,8.65,Rice,3.429
Clay,15.54,4467,Rainfed,67.14,Summer,284.78,32.96,6.98,Tomato,5.183
Clay,19.01,679,Rainfed,178.8,Kharif,1248.43,19.81,6.38,Rice,4.368
Clay,14.62,3085,Flood,125.36,Rabi,1380.41,43.28,5.39,Potato,6.391
Loamy,17.75,2569,Sprinkler,162.07,Kharif,522.91,17.71,6.83,Tomato,5.868
Loamy,13.14,1421,Flood,100.98,Rabi,831.16,37.26,8.08,Wheat,2.819
Sandy,8.37,3592,Drip,38.55,Summer,874.78,22.76,7.87,Wheat,2.865
Peaty,9.09,2010,Drip,79.88,Kharif,1480.5,39.17,6.99,Maize,3.507
Peaty,2.43,4099,Drip,49.01,Rabi,285.31,42.31,7.88,Wheat,2.12
Peaty,1.6,3776,Sprinkler,160.73,Kharif,1068.25,16.55,6.4,Potato,6.511
Sandy,14.21,3219,Flood,146.09,Zaid,649.49,27.2,7.94,Potato,5.75
Peaty,9.33,1523,Rainfed,35.91,Kharif,852.35,15.4,5.34,Wheat,2.917
Peaty,11.49,651,Rainfed,131.85,Rabi,482.14,34.7,5.8,Maize,2.451
Clay,11.6,512,Sprinkler,177.34,Summer,408.31,39.13,8.51,Maize,3.237
Loamy,6.27,1214,Drip,145.53,Zaid,516.63,23.63,6.17,Tomato,6.66
Loamy,10.04,3650,Sprinkler,112.0,Zaid,292.64,23.89,5.82,Wheat,2.86
Clay,9.94,4125,Rainfed,76.14,Zaid,561.52,17.13,5.36,Wheat,2.823
Clay,8.38,748,Drip,179.68,Kharif,1097.46,20.73,6.57,Potato,6.496
Clay,16.59,1644,Sprinkler,96.1,Rabi,1046.93,21.34,5.27,Wheat,3.925
Loamy,9.57,4982,Rainfed,173.97,Kharif,920.85,15.45,6.99,Rice,4.506
Peaty,12.47,3843,Rainfed,160.94,Zaid,200.5,20.85,8.68,Maize,2.816
Clay,18.01,1220,Sprinkler,166.92,Zaid,363.52,41.75,8.15,Maize,3.424
Sandy,17.46,3729,Rainfed,198.16,Zaid,1295.73,21.39,5.16,Tomato,7.627
Clay,17.92,1506,Flood,154.78,Kharif,553.26,19.61,6.2,Wheat,2.706
Silty,6.13,3798,Flood,26.13,Zaid,1385.86,23.46,5.75,Maize,3.694
Clay,1.66,2968,Drip,56.98,Summer,1336.91,43.61,5.27,Wheat,3.407
Loamy,5.96,4619,Flood,26.34,Rabi,401.41,36.76,5.43,Potato,3.958
Clay,6.3,4313,Flood,54.18,Zaid,1367.6,17.06,8.63,Maize,3.476
Silty,18.28,1037,Sprinkler,31.06,Rabi,1016.19,36.34,6.24,Wheat,2.73
Sandy,13.34,3324,Drip,110.29,Kharif,1019.37,36.82,6.57,Wheat,3.141
Peaty,2.55,3185,Sprinkler,25.08,Zaid,1308.48,43.25,6.94,Tomato,6.382
Clay,3.57,2480,Sprinkler,105.06,Summer,726.57,41.19,7.98,Maize,3.111
Silty,3.96,1039,Flood,181.79,Zaid,1155.84,13.33,8.19,Rice,4.458
Silty,12.98,4384,Flood,154.74,Summer,1068.09,25.91,8.85,Maize,4.05
Sandy,14.97,4553,Rainfed,189.91,Summer,1202.97,34.6,5.84,Potato,7.201
Loamy,17.33,3699,Rainfed,60.8,Rabi,1058.25,44.07,6.2,Wheat,3.28
Clay,18.87,983,Drip,115.6,Rabi,304.07,12.98,6.25,Maize,2.836
Silty,4.83,1528,Flood,77.34,Kharif,580.52,22.89,6.78,Wheat,2.846
Sandy,6.89,551,Rainfed,108.89,Summer,1421.9,27.23,8.23,Tomato,6.713
Peaty,5.57,742,Sprinkler,120.27,Summer,490.45,24.46,5.96,Tomato,5.789
Silty,7.82,2186,Flood,26.51,Rabi,813.94,25.95,8.13,Maize,2.768
Sandy,18.38,3321,Drip,61.99,Kharif,664.01,22.92,5.82,Tomato,6.227
Loamy,11.93,2340,Drip,146.86,Rabi,312.19,43.97,7.84,Wheat,2.399
Loamy,15.03,924,Sprinkler,159.13,Rabi,435.55,38.11,8.2,Potato,5.662
Silty,10.31,2627,Rainfed,122.5,Kharif,572.67,35.78,8.42,Maize,3.019
Silty,1.55,1194,Sprinkler,68.75,Summer,802.31,24.37,7.04,Potato,5.408
Clay,2.22,853,Rainfed,92.92,Summer,1336.88,40.85,6.31,Tomato,6.385
Sandy,11.22,4190,Flood,37.29,Kharif,870.3,13.27,8.09,Tomato,6.36
Silty,14.66,2189,Drip,191.57,Summer,1047.48,15.02,6.28,Wheat,4.717
Clay,5.09,792,Rainfed,176.36,Kharif,753.74,43.39,5.59,Maize,3.358
Clay,14.72,1216,Sprinkler,31.81,Kharif,1331.08,29.84,8.34,Maize,3.456
Silty,16.4,4620,Flood,49.97,Rabi,1061.41,15.58,6.64,Rice,3.909
Loamy,8.83,2978,Rainfed,124.6,Summer,317.82,43.22,7.28,Wheat,2.622
Sandy,15.18,2864,Flood,61.84,Summer,820.75,44.12,8.67,Maize,2.752
Sandy,8.68,1137,Flood,188.19,Kharif,1275.4,40.85,5.54,Potato,6.547
Loamy,13.89,2905,Sprinkler,156.01,Rabi,1153.75,18.35,7.23,Tomato,7.031
Silty,15.52,1799,Sprinkler,69.19,Rabi,1376.9,19.75,7.24,Potato,6.046
Sandy,19.85,4448,Flood,21.1,Summer,495.97,24.24,8.45,Tomato,5.523
Silty,7.56,1189,Flood,163.9,Zaid,1470.32,30.28,6.37,Wheat,4.699
Silty,8.81,4939,Rainfed,96.34,Kharif,570.6,44.73,6.6,Maize,2.611
Clay,4.15,3106,Sprinkler,135.63,Summer,265.23,43.46,7.08,Tomato,5.412
Loamy,4.88,1211,Rainfed,71.66,Summer,844.37,42.24,5.67,Wheat,2.719
Silty,14.17,3110,Drip,45.72,Zaid,343.44,13.12,6.88,Potato,5.344
Peaty,18.42,938,Rainfed,141.56,Zaid,1085.7,36.5,6.74,Tomato,5.97
Loamy,8.5,4033,Flood,101.06,Rabi,1370.72,40.69,5.79,Maize,4.009
Sandy,4.42,4378,Drip,62.33,Rabi,1397.75,21.66,8.33,Potato,6.134
Clay,6.42,3841,Rainfed,44.77,Rabi,989.15,17.69,6.72,Wheat,3.611
Sandy,9.65,3592,Drip,124.49,Rabi,895.84,36.2,6.22,Potato,5.901
Sandy,6.52,4738,Sprinkler,150.6,Kharif,1492.19,13.18,5.52,Tomato,6.363
Loamy,5.44,2283,Rainfed,71.1,Zaid,953.25,42.93,5.36,Rice,3.934
Sandy,14.98,1367,Rainfed,152.33,Summer,1405.7,15.46,8.84,Rice,4.406
Silty,1.15,1988,Sprinkler,52.96,Rabi,1391.57,26.01,8.98,Maize,3.224
Sandy,11.25,967,Rainfed,80.91,Summer,576.37,44.4,8.59,Wheat,2.471
Clay,16.08,4421,Drip,154.08,Kharif,217.88,44.59,6.83,Maize,2.807
Clay,6.06,1917,Sprinkler,138.83,Rabi,770.92,37.16,8.23,Tomato,5.907
Peaty,12.46,2276,Drip,68.69,Kharif,1319.78,39.37,8.34,Wheat,2.916
Clay,13.71,1581,Rainfed,41.98,Rabi,1286.97,43.85,6.2,Rice,3.709
Sandy,13.45,3425,Rainfed,27.65,Summer,984.77,42.46,7.34,Potato,4.901
Clay,9.47,4584,Rainfed,170.82,Kharif,403.66,31.77,8.83,Potato,5.315
Loamy,7.58,4561,Rainfed,33.53,Rabi,339.86,35.71,6.12,Tomato,5.701
Clay,16.88,1511,Drip,40.67,Summer,1441.09,30.78,7.65,Tomato,6.43
Silty,15.41,1313,Rainfed,62.79,Summer,747.82,27.73,7.65,Wheat,2.642
Loamy,7.1,4446,Sprinkler,100.22,Summer,1042.61,40.83,6.81,Rice,3.458
Peaty,2.96,2816,Sprinkler,162.16,Rabi,1377.62,35.83,6.96,Potato,6.588
Silty,2.36,2643,Flood,64.55,Summer,1330.86,40.09,6.83,Wheat,3.478
Sandy,2.79,772,Sprinkler,117.83,Summer,936.97,13.36,7.08,Wheat,3.493
Sandy,12.07,4144,Flood,36.27,Rabi,834.28,30.18,5.6,Wheat,3.153
Sandy,1.98,2216,Sprinkler,103.61,Kharif,1155.84,21.53,8.18,Maize,3.905
Silty,7.4,3475,Sprinkler,51.98,Summer,654.54,27.97,7.64,Wheat,3.037
Silty,15.31,4600,Rainfed,58.01,Rabi,1013.01,31.45,8.9,Wheat,3.031
Silty,6.59,856,Sprinkler,86.03,Kharif,230.1,39.6,5.98,Wheat,2.033
Loamy,15.5,703,Rainfed,157.04,Summer,1271.61,11.12,5.58,Wheat,4.187
Loamy,15.16,4245,Rainfed,153.92,Rabi,1497.44,15.74,6.37,Maize,4.546
Sandy,5.67,2096,Sprinkler,94.7,Zaid,1441.12,42.25,7.04,Tomato,6.485
Clay,14.85,996,Drip,41.36,Rabi,667.86,43.85,5.82,Maize,2.498
Sandy,15.21,562,Rainfed,70.52,Summer,890.43,11.94,6.84,Wheat,3.668
Peaty,8.55,2079,Sprinkler,110.96,Kharif,507.08,21.61,7.57,Tomato,5.723
Loamy,5.0,4834,Drip,176.49,Kharif,593.88,10.34,5.22,Maize,3.451
Silty,10.9,1039,Sprinkler,194.29,Kharif,794.55,36.51,8.03,Rice,3.835
Loamy,18.51,4793,Sprinkler,134.74,Summer,1171.21,33.87,8.76,Rice,4.044
Silty,13.15,4625,Drip,83.12,Summer,223.25,29.77,6.07,Wheat,2.318
Peaty,4.29,3213,Sprinkler,144.82,Kharif,711.91,34.21,8.1,Wheat,2.603
Peaty,13.97,1580,Rainfed,80.52,Kharif,923.45,28.82,6.67,Potato,5.867
Loamy,9.12,2355,Flood,132.59,Kharif,479.74,18.36,7.66,Rice,3.707
Silty,12.24,4004,Flood,63.88,Kharif,302.02,36.4,7.97,Tomato,5.194
Peaty,14.95,3879,Sprinkler,68.06,Rabi,901.45,37.41,6.18,Tomato,6.775
Sandy,10.78,2098,Flood,33.54,Summer,1029.15,39.9,8.15,Potato,5.484
Sandy,16.47,2128,Flood,95.63,Zaid,1033.3,43.39,5.42,Rice,3.694
Silty,14.72,3678,Flood,131.27,Kharif,663.56,36.16,8.95,Maize,3.413
Loamy,12.69,3147,Rainfed,161.98,Rabi,508.57,11.91,6.35,Maize,3.079
Peaty,3.87,3872,Rainfed,165.86,Zaid,486.5,10.73,5.9,Tomato,5.737
Loamy,16.88,1569,Flood,198.64,Zaid,252.68,35.9,5.55,Maize,2.999
Sandy,18.78,3276,Drip,35.8,Kharif,440.09,11.96,8.25,Wheat,2.195
Peaty,3.6,1692,Drip,108.76,Kharif,1264.19,21.06,7.34,Wheat,3.897
Loamy,10.28,1313,Drip,113.85,Rabi,203.97,14.77,8.81,Potato,4.955
Clay,5.92,1652,Rainfed,164.82,Kharif,257.06,43.91,7.59,Maize,3.089
Silty,15.34,3255,Rainfed,67.94,Zaid,365.12,21.07,6.36,Potato,4.748
Silty,14.71,2383,Rainfed,32.49,Kharif,746.31,11.93,8.35,Rice,2.954
Clay,3.68,767,Rainfed,76.48,Rabi,633.86,43.24,6.12,Maize,2.638
Sandy,17.66,4171,Flood,197.11,Rabi,431.19,31.31,6.16,Tomato,5.145
Peaty,4.44,3312,Rainfed,181.9,Rabi,344.23,11.26,5.11,Tomato,5.842
Silty,16.15,4585,Flood,91.14,Rabi,1420.52,39.17,6.01,Rice,3.782
Clay,9.68,883,Drip,177.73,Rabi,1384.63,15.34,6.05,Wheat,4.217
Clay,7.24,4456,Flood,25.9,Kharif,1203.47,38.09,6.19,Wheat,3.291
Sandy,4.01,3350,Drip,76.56,Summer,527.63,31.1,6.47,Wheat,2.368
Sandy,4.18,3911,Rainfed,150.83,Rabi,620.81,16.2,7.31,Maize,3.325
Loamy,13.58,1549,Drip,59.86,Summer,1065.6,36.34,5.87,Potato,5.254
Silty,11.46,2333,Drip,55.71,Kharif,579.21,25.91,7.55,Rice,3.437
Loamy,3.32,1297,Flood,175.13,Rabi,889.81,32.33,5.53,Maize,3.613
Clay,3.14,4967,Drip,130.87,Summer,1046.67,40.43,8.72,Tomato,6.232
Peaty,2.37,3475,Sprinkler,198.02,Summer,874.96,19.11,5.1,Potato,6.182
Peaty,15.13,1790,Drip,44.24,Zaid,737.27,22.81,8.63,Potato,5.5
Sandy,14.53,2687,Rainfed,84.1,Summer,652.26,44.9,7.19,Maize,2.891
Peaty,2.11,566,Drip,76.02,Zaid,1211.07,27.78,7.84,Tomato,6.654
Peaty,11.65,1892,Sprinkler,178.42,Zaid,1160.7,29.55,6.19,Potato,6.677
Peaty,2.61,4491,Flood,65.95,Summer,1105.1,19.99,5.7,Maize,3.495
Clay,18.17,3521,Drip,83.62,Zaid,687.08,24.56,8.79,Tomato,5.786
Peaty,18.24,2201,Sprinkler,45.71,Summer,1208.46,27.55,6.76,Maize,3.106
Peaty,14.27,1078,Rainfed,159.57,Zaid,1445.01,19.05,6.92,Tomato,6.895
Peaty,18.6,2105,Rainfed,62.79,Rabi,1095.67,18.34,8.94,Rice,3.844
Loamy,16.42,4543,Flood,32.3,Rabi,730.27,31.02,6.34,Wheat,2.356
Clay,16.74,2478,Rainfed,98.32,Rabi,1235.43,16.43,5.4,Maize,4.078
Sandy,11.82,3380,Sprinkler,90.46,Summer,992.09,29.37,7.35,Maize,3.242
Loamy,6.82,3170,Drip,51.97,Summer,1340.98,34.72,7.22,Maize,3.573
Silty,5.14,4216,Sprinkler,44.05,Kharif,1127.14,16.94,8.09,Maize,3.829
Clay,7.22,4784,Flood,181.38,Summer,1200.9,36.11,8.82,Rice,4.331
Clay,12.94,4872,Drip,32.21,Kharif,1067.67,22.59,6.23,Wheat,2.853
Silty,4.28,2654,Sprinkler,37.88,Kharif,319.63,44.74,7.89,Wheat,1.361
Silty,5.91,3304,Flood,64.11,Rabi,830.65,44.27,6.74,Potato,5.388
Silty,9.89,2720,Flood,191.51,Summer,273.44,37.95,8.14,Rice,3.565
Sandy,5.43,4489,Drip,35.37,Summer,781.81,22.0,5.66,Wheat,3.071
Peaty,12.18,1498,Drip,166.88,Kharif,1131.36,42.8,7.0,Wheat,3.644
Clay,18.54,1221,Rainfed,180.57,Kharif,747.63,44.96,5.31,Tomato,6.09
Peaty,15.21,1714,Rainfed,88.02,Summer,202.12,26.18,7.24,Tomato,5.383
Peaty,13.66,2193,Drip,72.9,Kharif,680.07,31.51,5.68,Rice,3.427
Silty,12.07,3894,Rainfed,141.93,Summer,288.09,10.21,8.84,Rice,3.499
Sandy,10.27,4525,Drip,146.47,Summer,1214.78,11.52,7.22,Wheat,2.79
Loamy,4.54,4079,Rainfed,160.4,Zaid,1218.88,27.52,7.12,Tomato,7.252
Sandy,18.0,3303,Sprinkler,169.5,Kharif,1248.29,31.33,8.89,Tomato,6.882
Peaty,5.72,2730,Flood,68.31,Rabi,239.43,20.93,6.99,Wheat,2.449
Sandy,2.73,958,Drip,143.65,Summer,241.95,13.47,7.71,Wheat,2.938
Silty,15.25,2201,Drip,44.28,Kharif,1374.48,37.38,5.19,Potato,5.797
Loamy,4.34,1126,Drip,111.93,Kharif,360.79,24.66,7.83,Maize,3.181
Silty,8.07,2956,Sprinkler,130.32,Kharif,1071.12,32.71,5.42,Rice,3.578
Loamy,1.54,706,Flood,49.11,Summer,1234.09,32.76,8.12,Rice,3.741
Peaty,3.6,3816,Rainfed,33.77,Summer,782.22,29.14,8.51,Potato,5.52
Loamy,4.29,1856,Rainfed,55.05,Summer,910.41,16.25,6.26,Tomato,5.893
Loamy,2.03,4096,Flood,95.71,Kharif,495.59,31.56,8.51,Maize,2.943
Loamy,13.48,2439,Rainfed,179.81,Rabi,1400.68,21.27,6.93,Tomato,7.274
Sandy,16.9,3295,Drip,115.74,Zaid,592.34,38.67,7.29,Potato,5.527
Sandy,8.09,4868,Flood,154.73,Rabi,483.15,16.76,6.64,Potato,6.048
Peaty,17.62,3173,Sprinkler,51.35,Summer,883.02,20.19,6.91,Potato,5.675
Loamy,5.05,1549,Flood,39.08,Summer,447.67,25.41,8.63,Rice,3.54
Clay,7.18,3091,Drip,63.13,Summer,1092.7,35.9,8.79,Rice,3.661
Peaty,3.86,4289,Flood,76.5,Rabi,869.65,35.23,6.78,Tomato,5.337
Loamy,12.79,4504,Sprinkler,118.66,Rabi,392.15,21.8,7.06,Wheat,2.793
Loamy,8.98,590,Sprinkler,178.62,Summer,287.42,27.88,5.46,Rice,3.38
Sandy,12.65,975,Flood,96.7,Zaid,378.04,18.2,6.3,Maize,2.907
Peaty,15.47,2546,Flood,113.38,Zaid,377.61,36.96,7.05,Maize,2.809
Loamy,11.37,4190,Rainfed,20.83,Kharif,606.71,16.88,5.81,Maize,2.827
Loamy,12.92,4525,Rainfed,26.0,Rabi,1283.25,38.68,7.31,Potato,5.439
Peaty,18.77,3766,Drip,35.08,Zaid,274.48,42.79,7.74,Tomato,5.159
Clay,6.68,3245,Rainfed,145.82,Summer,366.52,44.71,7.6,Potato,5.312
Peaty,7.82,584,Drip,107.51,Rabi,593.77,39.99,6.77,Maize,3.042
Peaty,14.64,3139,Drip,54.73,Kharif,919.33,17.76,8.08,Maize,2.809
Clay,12.61,576,Flood,126.67,Kharif,1191.75,24.58,6.28,Potato,6.585
Peaty,4.39,2930,Rainfed,118.03,Rabi,1397.55,13.11,6.88,Maize,4.136
Loamy,8.15,4004,Sprinkler,35.98,Summer,735.71,15.76,6.08,Maize,2.873
Peaty,9.89,2924,Sprinkler,135.27,Zaid,337.59,11.74,7.41,Tomato,5.205
Clay,8.97,2721,Flood,158.09,Rabi,477.57,32.44,6.76,Maize,3.41
Silty,4.39,905,Sprinkler,71.58,Summer,573.42,28.66,5.87,Potato,5.2
Peaty,18.56,2629,Sprinkler,143.75,Rabi,1221.93,42.1,6.23,Potato,5.934
Sandy,15.48,4616,Flood,55.95,Kharif,1092.64,26.21,6.12,Wheat,3.325
Loamy,10.15,897,Sprinkler,156.21,Rabi,471.71,32.48,8.64,Maize,3.74
Loamy,13.92,2300,Flood,184.12,Summer,1290.37,24.06,7.09,Wheat,4.236
Sandy,18.05,3973,Drip,99.54,Summer,1316.9,39.03,7.61,Potato,6.001
Sandy,3.59,2308,Rainfed,64.03,Kharif,1347.17,42.42,8.74,Wheat,3.162
Peaty,5.76,4426,Sprinkler,91.85,Summer,557.51,25.11,5.73,Maize,3.224
Sandy,11.31,2444,Flood,65.01,Summer,373.85,12.89,8.75,Rice,2.956
Silty,16.18,937,Sprinkler,20.22,Kharif,335.14,15.72,7.16,Tomato,5.432
Clay,1.69,722,Rainfed,137.08,Summer,720.11,35.22,8.42,Maize,3.242
Sandy,19.7,2110,Sprinkler,27.65,Summer,758.12,21.38,5.67,Wheat,2.58
Sandy,9.64,2460,Drip,57.87,Rabi,1328.67,37.49,6.09,Wheat,3.235
Silty,7.83,4500,Flood,150.04,Rabi,548.08,36.24,5.78,Wheat,3.047
Loamy,6.56,3164,Rainfed,139.83,Rabi,1014.96,34.3,7.61,Potato,6.022
Loamy,4.31,1565,Drip,33.2,Rabi,1224.68,38.5,5.56,Maize,3.318
Peaty,16.04,1776,Sprinkler,138.81,Zaid,549.9,36.48,8.17,Wheat,2.717
